island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source,fold_width_area_correction_factor,corolla_area_unfolded_est_mm2,max_span_unfolded_est_mm,throat_span_unfolded_est_mm,mid_tube_width_unfolded_est_mm,basal_tube_width_unfolded_est_mm,prov_mouth_diameter_reviewed_mm,prov_entrance_area_reviewed_mm2,fold_state_auto_original
Niijima,3,niijima2,2,,,,,9,1171,2364,9,1,shimask_red_outline_from_raw_difference,63.42,29.21,0.461,check,check,,1378.1,213.584,15.498,287,20.825,0.979,1,0.017,0,7.71,45.64,4,0.834,2.14,,261,26,18,14.27,1.229,0.7442,0.1577,29.0394,0.0,1129,438.43,31.813,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,63.415,28.787,1378.185,14.87,48.461,25.231,28.956,22.352,16.062,202.632,0.3315,1.1288,1.6736,16.67,11.677,0.2345,0.8765,0.4544,4,folded_half,2x_flat_span_over_pi,0.1486,shape_end_complexity,profile_fallback,sinus|folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,10,251,2575,10,1,shimask_red_outline_from_raw_difference,30.99,27.52,0.888,,check,,642.7,49.692,7.731,112,17.425,0.962,1,0.123,1,15.31,25.47,3,0.89,1.12,,102,10,1,7.063,0.668,0.4437,0.1398,18.1649,0.0,441,177.921,27.681,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,30.988,27.432,642.752,5.43,25.473,24.045,23.791,16.679,7.654,46.01,0.3005,1.4416,1.0707,8.665,0.425,0.1752,0.8765,0.3586,3,opened_or_broad,flat_span_over_pi,0.2798,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,11,687,2584,11,1,shimask_red_outline_from_raw_difference,33.78,29.13,0.862,,check,,585.3,29.283,5.003,62,10.593,0.937,1,0.169,1,14.45,20.75,3,0.867,1.18,,47,15,3,4.434,0.57,0.4723,0.1219,3.9498,0.0,282,106.487,18.194,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,33.782,28.279,585.383,14.033,19.664,26.755,21.844,14.055,8.516,56.963,0.4331,1.9036,0.9002,7.143,0.218,0.4154,0.9461,0.2029,4,opened_or_broad,flat_span_over_pi,0.1682,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,12,1493,2676,12,1,shimask_red_outline_from_raw_difference,32.6,24.89,0.763,,check,,550.8,29.849,5.42,98,17.794,0.891,1,0.069,0,7.01,25.67,4,0.943,1.16,,87,11,1,4.82,0.6,0.3046,0.1362,4.3154,0.0,343,126.072,22.89,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,32.597,24.282,550.716,6.841,25.671,22.013,21.251,13.208,7.007,38.562,0.273,1.6667,1.208,5.34,6.242,0.2099,0.9066,0.3788,4,opened_or_broad,flat_span_over_pi,0.0966,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,15,1112,2971,13,1,shimask_red_outline_from_raw_difference,29.97,24.64,0.822,,check,,488.3,5.025,1.029,25,5.119,0.898,1,0.043,0,12.34,21.4,3,0.89,1.11,,23,2,0,1.013,0.016,0.201,0.043,1.6631,0.0,89,28.466,5.829,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,29.972,24.299,488.322,7.021,22.866,15.579,22.098,12.361,4.959,19.313,0.2169,1.2603,1.0348,0.898,2.19,0.2343,0.6411,0.4887,5,opened_or_broad,flat_span_over_pi,0.222,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,13,302,2994,15,1,shimask_red_outline_from_raw_difference,29.55,22.94,0.776,,check,,495.7,12.172,2.456,32,6.456,0.776,1,0.078,0,5.82,19.35,7,0.914,1.27,,27,5,0,2.218,0.237,0.3804,0.1828,2.2007,0.0,218,40.15,8.1,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,29.549,22.775,495.655,4.15,25.314,16.933,20.066,13.208,5.39,22.818,0.2129,1.2821,1.2616,2.546,1.172,0.1404,0.7435,0.6173,4,opened_or_broad,flat_span_over_pi,0.2488,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2,2,,,,,14,713,2999,14,1,shimask_red_outline_from_raw_difference,30.82,24.89,0.808,,check,,540.0,20.079,3.718,47,8.704,0.912,1,0.043,0,12.99,20.19,1,0.902,1.12,,43,4,0,3.248,0.47,0.4272,0.1075,2.595,0.0,238,61.004,11.297,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00063,4,2,828,216.00|451.33|569.34|687.50,30.819,24.723,539.992,5.672,25.062,19.812,22.013,12.615,6.306,31.235,0.2516,1.5705,1.1385,3.679,4.148,0.184,0.8014,0.5336,3,opened_or_broad,flat_span_over_pi,0.2499,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,1,346,1354,1,1,shimask_red_outline_from_raw_difference,28.11,20.74,0.738,,check,,423.9,12.265,2.893,107,25.242,0.876,1,0.192,1,5.04,22.39,4,0.92,1.29,,103,4,0,2.655,0.238,0.1146,0.043,0.9892,0.0,195,113.025,26.664,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,28.109,20.659,423.913,6.278,21.747,20.405,18.288,13.293,6.495,33.132,0.2987,1.535,1.1891,3.128,1.599,0.2233,0.9877,0.3578,4,opened_or_broad,flat_span_over_pi,0.2594,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,2,1161,1355,2,1,shimask_red_outline_from_raw_difference,28.11,20.66,0.735,,check,,367.7,2.595,0.706,27,7.342,0.372,1,0.012,0,9.97,17.97,3,0.876,1.26,,27,0,0,0.706,0.0,0.0961,0.0358,0.3871,0.0,0,2.595,0.706,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,28.109,20.489,367.677,7.969,20.056,20.151,15.494,12.361,6.414,32.312,0.3198,1.6301,1.2944,0.44,2.243,0.2835,0.9835,0.7398,2,opened_or_broad,flat_span_over_pi,0.235,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,3,829,1396,3,1,shimask_red_outline_from_raw_difference,28.45,17.19,0.604,,check,,361.3,0.889,0.246,25,6.92,0.791,0,0.02,0,9.65,19.4,3,0.911,1.65,,25,0,0,0.244,0.002,0.0356,0.0287,0.0789,0.0,0,0.889,0.246,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,28.448,17.103,361.268,5.709,22.654,16.002,16.256,11.938,5.094,20.377,0.2248,1.3404,1.3936,0.16,1.435,0.2007,0.9356,0.6918,2,opened_or_broad,flat_span_over_pi,0.2402,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,4,389,1794,4,1,shimask_red_outline_from_raw_difference,25.99,20.32,0.782,,check,,387.7,3.513,0.906,31,7.996,0.454,1,0.012,0,5.42,16.74,7,0.959,1.3,,29,2,0,0.81,0.096,0.1133,0.0789,0.7025,0.0,0,3.513,0.906,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,25.993,20.066,387.691,5.585,20.323,18.627,17.865,12.869,5.929,27.61,0.2917,1.4474,1.1376,0.266,5.542,0.2149,0.9283,0.8158,3,opened_or_broad,flat_span_over_pi,0.1008,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,5,778,1825,5,1,shimask_red_outline_from_raw_difference,29.72,22.94,0.772,,check,,482.2,8.373,1.737,101,20.948,0.717,1,0.013,0,13.42,16.13,2,0.909,1.11,,97,4,0,1.464,0.272,0.0829,0.043,0.8244,0.0,158,41.391,8.584,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,29.718,22.775,482.143,5.079,24.554,21.082,20.489,13.377,6.711,35.368,0.2733,1.5759,1.1984,1.232,8.726,0.1709,0.9257,0.7679,3,opened_or_broad,flat_span_over_pi,0.2188,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,6,350,2309,6,1,shimask_red_outline_from_raw_difference,26.08,19.3,0.74,,check,,391.5,60.301,15.402,98,25.032,0.961,1,0.037,0,5.42,19.7,7,0.965,1.29,,90,8,3,14.304,1.099,0.6153,0.0932,16.5304,0.0,365,125.183,31.975,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,26.077,18.965,391.491,5.337,20.656,16.51,18.711,14.647,5.255,21.691,0.2544,1.1272,1.1039,16.497,9.181,0.2047,0.8705,0.5039,3,opened_or_broad,flat_span_over_pi,0.0338,guide_density_secondary,profile_fallback,orientation|sinus,,,auto_unreviewed,,,,,,,,,
Niijima,3,niijima2~4,,2|3|4,,,,7,793,2334,7,1,shimask_red_outline_from_raw_difference,27.77,21.59,0.777,,check,,437.4,47.964,10.966,140,32.007,0.969,1,0.058,0,4.82,21.84,4,0.963,1.15,,136,4,1,10.348,0.618,0.3426,0.1147,7.5555,0.0,367,129.806,29.676,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50,27.771,21.421,437.426,5.46,22.226,14.309,21.336,14.139,4.555,16.293,0.2049,1.012,1.0417,10.779,13.23,0.1966,0.668,0.4869,4,opened_or_broad,flat_span_over_pi,0.1174,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,2,974,1202,1,1,shimask_red_outline_from_raw_difference,27.26,21.0,0.77,check,check,,414.6,0.793,0.19,18,4.32,0.879,0,0.071,0,11.43,16.09,3,0.87,1.3,,18,0,0,0.19,0.0,0.044,0.036,0.1009,0.0,0,0.793,0.19,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,27.332,20.626,416.661,6.312,20.935,19.608,17.825,14.43,6.241,30.595,0.2981,1.3588,1.1745,0.057,1.243,0.2309,0.9506,0.808,3,folded_half,reviewed_folded_half_2x_flat_span_over_pi,0.3979,shape_end_complexity,boundary_sinuses,,folded_half,2.5,manual_sheet_review,2.0,833.322,41.252,39.216,35.65,28.86,12.483,122.382,opened_or_broad
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,1,396,1244,2,1,shimask_red_outline_from_raw_difference,32.68,19.73,0.604,,check,,402.6,2.075,0.513,47,11.614,0.452,1,0.041,0,11.0,26.76,3,0.823,1.64,,39,8,0,0.401,0.112,0.0442,0.0288,0.2234,0.0,0,2.075,0.513,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,32.765,18.674,404.708,5.854,26.826,17.316,18.674,6.791,5.512,23.861,0.2055,2.55,1.4365,0.51,0.763,0.1787,0.9273,0.529,3,opened_full,reviewed_open_full_flat_span_over_pi,0.063,guide_density_secondary,boundary_sinuses,orientation,opened_full,5.0,manual_sheet_review,1.0,404.708,18.674,17.316,18.674,6.791,5.512,23.861,opened_or_broad
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,5,1417,1569,3,1,shimask_red_outline_from_raw_difference,40.56,25.99,0.641,,check,,770.1,1.672,0.216,26,3.359,0.971,0,0.056,0,13.53,25.77,1,0.893,1.52,,26,0,0,0.209,0.007,0.0643,0.036,0.3242,0.0,0,1.672,0.216,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,40.659,25.38,774.025,8.683,31.891,23.428,21.306,14.43,7.457,43.676,0.2338,1.6235,1.4969,0.222,0.236,0.2135,0.9231,0.4453,4,opened_full,reviewed_open_full_flat_span_over_pi,0.0906,guide_density_secondary,boundary_sinuses,,opened_full,5.0,manual_sheet_review,1.0,774.025,25.38,23.428,21.306,14.43,7.457,43.678,opened_or_broad
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,3,300,1593,4,1,shimask_red_outline_from_raw_difference,24.47,19.64,0.803,check,check,,366.8,1.333,0.362,17,4.612,0.969,0,0.345,1,5.52,15.72,4,0.932,1.21,,14,3,0,0.342,0.02,0.0784,0.0504,0.2954,0.0,0,1.333,0.362,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,24.531,19.608,368.654,3.856,20.59,16.892,18.335,12.308,5.377,22.706,0.2611,1.3724,1.123,0.409,0.024,0.1572,0.8615,0.3915,3,folded_half,reviewed_folded_half_2x_flat_span_over_pi,0.2349,shape_end_complexity,boundary_sinuses,,folded_half,2.5,manual_sheet_review,2.0,737.308,39.216,33.784,36.67,24.616,10.754,90.826,opened_or_broad
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,4,707,1594,5,1,shimask_red_outline_from_raw_difference,40.72,24.38,0.599,,check,,729.2,0.713,0.097,20,2.729,0.64,0,0.045,0,7.6,27.23,6,0.865,1.67,,20,0,0,0.097,0.0,0.0357,0.0324,0.0937,0.0,0,0.713,0.097,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,40.829,23.428,732.898,11.292,29.452,22.409,18.674,14.854,7.133,39.961,0.2422,1.5086,1.5771,0.136,0.023,0.2766,0.9565,0.3613,6,opened_full,reviewed_open_full_flat_span_over_pi,0.8186,guide_density_secondary,profile_fallback,sinus,opened_full,5.0,manual_sheet_review,1.0,732.898,23.428,22.409,18.674,14.854,7.133,39.961,opened_or_broad
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,6,1028,2063,6,1,shimask_red_outline_from_raw_difference,56.39,41.49,0.736,,check,,1631.6,190.963,11.644,428,26.098,0.953,1,0.019,0,11.45,39.08,4,0.886,1.29,,410,18,9,10.62,1.024,0.4462,0.1801,22.7968,0.0,1465,385.514,23.508,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,56.532,39.958,1640.044,14.532,41.915,38.282,36.5,14.6,12.186,116.622,0.2907,2.6221,1.1484,13.099,7.139,0.2571,0.958,0.4533,4,opened_full,reviewed_open_full_flat_span_over_pi,0.3044,guide_density_secondary,profile_fallback,sinus,opened_full,5.0,manual_sheet_review,1.0,1640.044,39.958,38.282,36.5,14.6,12.186,116.622,opened_or_broad
Kozushima,4,kozu1,1,,,,,3,1437,1051,1,1,shimask_red_outline_from_raw_difference,26.33,17.02,0.646,,check,,331.7,62.883,18.804,121,36.183,0.945,1,0.017,0,10.03,16.45,2,0.91,1.51,,103,18,5,16.779,2.025,0.5197,0.094,15.0412,0.0,334,132.126,39.51,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,26.44,16.536,334.42,8.266,18.089,16.238,14.283,9.777,5.169,20.983,0.2857,1.6609,1.2665,19.169,17.999,0.3126,0.982,0.4577,2,opened_or_broad,flat_span_over_pi,0.1805,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,2,848,1154,2,1,shimask_red_outline_from_raw_difference,29.97,21.76,0.726,,check,,482.2,29.273,6.021,147,30.236,0.983,1,0.053,0,6.36,21.11,5,0.884,1.24,,132,15,1,5.116,0.905,0.1991,0.1012,3.0213,0.0,258,174.127,35.816,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,30.096,21.339,486.271,7.404,22.607,19.639,20.999,8.162,6.251,30.692,0.2765,2.4062,1.0766,7.191,2.651,0.246,0.9203,0.4883,5,opened_or_broad,flat_span_over_pi,0.263,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,1,321,1160,3,1,shimask_red_outline_from_raw_difference,29.97,20.83,0.695,,check,,478.8,9.823,2.034,96,19.884,0.989,1,0.102,1,6.52,17.84,5,0.898,1.35,,86,10,0,1.663,0.371,0.1023,0.0506,1.0336,0.0,207,128.866,26.691,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,30.096,20.404,482.823,8.78,21.231,20.319,17.854,9.692,6.468,32.855,0.3046,2.0965,1.1892,2.409,1.35,0.2917,0.9958,0.4986,4,opened_or_broad,flat_span_over_pi,0.1347,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,5,1446,1445,4,1,shimask_red_outline_from_raw_difference,23.54,16.26,0.691,,check,,293.0,8.941,3.026,69,23.352,0.863,1,0.013,0,4.37,15.37,6,0.906,1.42,,67,2,0,2.236,0.79,0.1296,0.0651,1.4094,0.0,169,54.932,18.591,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,23.635,15.898,295.462,6.821,16.729,12.838,15.898,10.032,4.086,13.115,0.2443,1.2797,1.0523,3.949,0.664,0.2886,0.8075,0.4606,6,opened_or_broad,flat_span_over_pi,0.4833,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,4,410,1489,6,1,shimask_red_outline_from_raw_difference,29.21,17.36,0.594,,check,,375.2,20.78,5.493,118,31.192,0.916,1,0.019,0,8.57,18.23,1,0.88,1.67,,106,12,1,4.887,0.606,0.1761,0.0506,3.4694,0.0,237,77.396,20.459,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,29.331,16.561,378.315,9.191,20.055,16.153,15.218,13.943,5.142,20.764,0.2564,1.1585,1.3179,5.428,5.876,0.3133,0.9754,0.4686,1,opened_or_broad,flat_span_over_pi,0.0284,guide_density_secondary,profile_fallback,orientation|sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,6,931,1532,5,1,shimask_red_outline_from_raw_difference,31.67,22.27,0.703,,check,,549.9,35.576,6.417,165,29.76,0.954,1,0.035,0,6.09,20.41,7,0.887,1.31,,152,13,0,5.358,1.059,0.2156,0.1229,1.8937,0.0,412,182.475,32.912,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,31.796,22.189,554.473,9.423,22.288,20.744,19.724,11.817,6.603,34.244,0.2963,1.7554,1.13,6.925,5.318,0.2964,0.9349,0.4793,7,opened_or_broad,flat_span_over_pi,0.2136,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,7,356,1857,7,1,shimask_red_outline_from_raw_difference,30.82,22.18,0.72,,check,,512.1,69.496,13.458,155,30.016,0.95,1,0.015,0,13.26,20.28,2,0.88,1.37,,141,14,4,11.715,1.743,0.4484,0.1301,14.7232,0.0,546,159.541,30.895,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,30.946,21.582,516.397,8.819,22.043,22.274,18.874,17.003,7.09,39.482,0.3217,1.31,1.1679,13.937,12.071,0.285,1.0321,0.4386,2,opened_or_broad,flat_span_over_pi,0.2342,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,9,1576,1874,8,1,shimask_red_outline_from_raw_difference,28.11,20.07,0.714,,check,,436.4,4.828,1.097,77,17.499,0.9,1,0.143,1,5.9,25.21,6,0.872,1.35,,76,1,0,0.997,0.1,0.0627,0.0217,0.5999,0.0,161,88.99,20.224,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,28.226,19.554,440.085,7.868,20.273,19.554,18.194,18.704,6.224,30.427,0.307,1.0455,1.1143,1.352,0.487,0.2787,1.0,0.464,4,opened_or_broad,flat_span_over_pi,0.2741,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,8,1041,1941,9,1,shimask_red_outline_from_raw_difference,31.83,23.2,0.729,,check,,588.1,16.783,2.831,142,23.949,0.949,1,0.061,0,6.12,20.99,8,0.87,1.28,,138,4,0,2.397,0.434,0.1182,0.0651,0.6794,0.0,348,119.282,20.117,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,31.966,22.955,592.969,9.089,22.792,22.019,21.509,13.603,7.009,38.583,0.3075,1.6188,1.0597,2.934,2.717,0.2843,0.9593,0.4777,8,opened_or_broad,flat_span_over_pi,0.2794,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu1,1,,,,,10,376,2221,10,1,shimask_red_outline_from_raw_difference,27.77,20.07,0.723,,check,,419.4,21.445,5.071,122,28.851,0.945,1,0.067,0,5.47,18.14,7,0.883,1.38,,116,6,0,4.109,0.962,0.1758,0.0903,1.7708,0.0,258,115.104,27.22,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.085017,117.6235,0.00421,12,10,818,223.34|341.50|576.82|695.23|812.68|930.98|1047.89|1165.89|1283.05|1400.50|1517.71|1635.50,27.886,19.354,422.868,8.049,19.751,18.109,17.173,12.583,5.764,26.095,0.2918,1.4392,1.1501,6.214,2.423,0.2887,0.9356,0.4691,7,opened_or_broad,flat_span_over_pi,0.4325,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu2,2,,,,,1,1096,1120,1,1,shimask_red_outline_from_raw_difference,42.25,26.25,0.621,,check,,787.2,49.957,6.346,152,19.309,0.952,1,0.002,0,14.88,28.56,1,0.876,1.49,,127,25,4,5.206,1.14,0.3287,0.0932,7.1326,0.0,454,131.039,16.646,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,832,1620.03,42.249,25.315,787.218,11.443,30.721,23.283,23.029,13.377,7.411,43.14,0.2412,1.7405,1.334,6.193,7.103,0.2708,0.9197,0.4239,1,opened_or_broad,flat_span_over_pi,0.2482,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Kozushima,4,kozu2,2,,,,,2,452,1215,2,1,shimask_red_outline_from_raw_difference,41.91,27.86,0.665,,check,,814.4,9.67,1.187,39,4.789,0.996,1,0.107,1,6.9,26.12,5,0.86,1.5,,32,7,0,0.922,0.266,0.248,0.0932,1.914,0.0,0,9.67,1.187,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,832,1620.03,41.91,26.585,814.408,13.201,28.625,22.945,22.521,12.7,7.304,41.894,0.2551,1.8067,1.271,1.204,1.186,0.315,0.8631,0.3452,5,opened_or_broad,flat_span_over_pi,0.5004,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
